Student_ID,Java,Python,C++,SQL,DSA,OOP,Git,Spring_Boot,React,AWS,Communication,Aptitude,Problem_Solving,Teamwork,CGPA,Projects,Internships,Certifications,Employable
S16907,1,1,1,0,0,1,1,0,1,1,10,7,8,2,5.78,4,2,2,Yes
S16908,1,1,0,1,0,0,1,0,0,1,6,6,10,3,9.27,5,0,3,Yes
S16909,0,1,0,1,0,1,1,0,0,0,10,1,4,2,7.16,7,2,0,No
S16910,1,0,1,0,0,1,0,0,1,0,4,5,3,1,7.79,5,1,5,No
S16911,0,1,0,1,0,0,1,1,0,0,7,10,1,7,9.42,8,1,0,Yes
S16912,0,0,1,1,1,1,0,0,0,0,9,3,9,4,7.81,6,1,4,Yes
S16913,0,1,0,0,0,0,1,0,0,0,3,2,9,3,8.24,5,0,1,No
S16914,1,1,0,0,1,1,1,0,0,1,3,3,2,5,6.95,8,2,0,No
S16915,1,0,1,1,1,0,1,1,1,1,2,1,3,7,6.23,7,1,2,No
S16916,1,1,0,1,1,1,0,0,0,0,7,10,8,4,5.61,2,1,2,No
S16917,1,1,0,1,0,0,1,0,0,0,3,7,4,4,8.25,0,0,3,No
S16918,1,1,1,1,0,1,0,0,0,0,7,10,5,10,8.97,8,2,5,Yes
S16919,0,1,1,1,1,0,1,0,0,1,1,10,5,9,7.28,1,1,6,Yes
S16920,0,0,1,1,0,0,1,1,0,0,5,5,10,8,5.46,5,3,0,Yes
S16921,0,1,1,1,0,0,0,0,0,0,9,2,6,2,7.82,5,3,4,Yes
S16922,1,0,1,0,0,1,0,1,1,0,7,9,10,5,7.0,3,2,5,Yes
S16923,0,1,0,0,1,1,1,0,0,1,10,5,6,5,9.76,6,3,8,Yes
S16924,0,0,0,1,0,1,1,1,1,0,2,4,1,3,8.11,1,1,6,No
S16925,1,1,0,0,0,1,1,0,1,1,10,2,6,4,6.72,3,1,0,No
S16926,0,1,0,1,1,0,1,0,0,0,10,4,8,8,5.26,7,2,0,Yes
S16927,1,0,1,1,1,0,0,0,0,1,6,3,3,8,9.88,0,2,4,Yes
S16928,1,1,0,0,1,0,1,0,0,0,7,2,4,4,5.17,7,2,3,No
S16929,1,0,0,0,0,1,1,1,1,0,10,8,7,10,7.06,5,2,3,Yes
S16930,0,1,0,1,0,1,1,0,0,1,1,10,3,7,7.97,8,0,4,No
S16931,0,1,0,0,1,0,0,0,1,0,9,6,4,7,9.12,6,1,5,Yes
S16932,1,0,0,0,0,0,1,0,1,0,5,9,7,5,6.45,7,2,5,Yes
S16933,1,0,0,1,1,0,1,0,0,1,4,4,2,9,8.06,0,0,3,No
S16934,1,1,1,1,1,1,0,1,0,0,5,7,7,8,6.08,3,2,4,Yes
S16935,1,0,1,1,0,0,1,0,0,0,4,10,8,6,7.38,5,2,6,Yes
S16936,1,1,1,0,1,0,0,1,0,0,3,8,8,9,5.72,2,0,4,No
S16937,1,1,1,1,1,0,1,0,1,1,9,3,4,3,8.32,0,1,2,No
S16938,1,1,1,1,1,0,0,0,0,1,4,7,6,3,7.01,0,1,3,No
S16939,0,1,0,0,1,1,0,1,0,1,3,9,2,6,8.68,5,3,8,Yes
S16940,1,1,1,1,1,0,0,0,0,0,10,2,9,10,8.14,6,0,8,Yes
S16941,0,1,0,1,1,1,1,0,0,0,4,1,3,6,9.76,0,2,2,No
S16942,1,0,0,0,1,0,1,0,0,0,6,3,3,4,7.2,1,3,0,No
S16943,1,1,1,1,0,1,0,1,1,1,8,3,8,8,5.24,3,0,5,No
S16944,1,1,0,1,0,1,0,1,0,0,1,7,6,9,8.27,4,0,7,Yes
S16945,1,1,0,1,0,0,1,0,0,0,4,2,4,9,8.54,7,2,1,Yes
S16946,1,1,0,0,1,1,0,1,0,0,9,4,7,10,8.17,7,0,5,Yes
S16947,0,1,0,0,1,0,1,0,1,0,6,3,1,4,5.98,4,2,6,No
S16948,0,1,1,0,1,1,1,0,1,1,2,4,7,6,5.36,8,0,3,No
S16949,1,1,0,0,1,0,0,0,0,0,5,5,7,9,6.34,7,0,8,Yes
S16950,1,1,1,1,1,0,0,1,0,0,4,4,2,10,9.8,2,2,0,No
S16951,0,0,0,0,1,0,0,0,0,0,4,7,4,9,9.0,6,0,4,No
S16952,1,0,0,1,0,0,1,1,1,1,6,4,7,2,5.08,2,0,4,No
S16953,0,1,0,0,1,1,0,0,1,0,7,10,4,1,7.49,3,3,2,No
S16954,0,1,1,1,0,1,1,1,0,1,2,1,3,9,7.57,0,1,8,No
S16955,0,1,1,0,1,1,1,0,0,0,4,7,5,1,7.04,2,1,3,No
S16956,1,0,0,0,1,0,1,1,1,0,8,10,4,3,5.4,8,3,6,Yes
S16957,1,0,1,1,0,0,1,0,0,0,1,3,3,3,7.15,8,2,3,No
S16958,1,1,1,0,0,0,0,1,0,0,8,7,4,3,5.77,4,3,5,Yes
S16959,0,1,0,1,1,0,0,0,0,1,1,4,7,7,9.34,7,0,2,No
S16960,0,0,0,1,0,1,0,0,1,1,9,3,8,2,5.47,4,0,6,No
S16961,0,1,1,0,1,0,1,1,0,0,2,9,1,1,9.83,2,3,4,Yes
S16962,0,1,0,1,0,0,0,1,0,0,6,8,4,6,7.15,7,1,6,No
S16963,0,1,0,0,0,1,1,1,1,1,4,7,6,2,8.58,5,2,4,Yes
S16964,0,1,0,1,1,0,1,1,0,0,9,6,2,5,5.23,5,3,6,Yes
S16965,0,0,0,1,0,0,1,0,0,0,7,1,6,10,6.75,6,0,8,No
S16966,0,0,0,0,1,0,1,0,0,0,4,9,10,4,7.78,5,2,8,Yes
S16967,1,0,1,1,0,0,0,0,0,0,6,6,1,9,5.38,1,3,6,No
S16968,1,1,1,1,0,1,0,0,0,0,3,4,9,4,9.93,4,0,3,Yes
S16969,0,0,1,0,1,0,0,0,0,1,8,3,8,7,7.72,1,1,2,No
S16970,1,1,1,0,1,0,0,0,0,0,7,2,3,4,9.42,5,0,3,No
S16971,1,1,0,0,1,0,1,0,0,1,9,2,7,8,5.15,4,2,2,No
S16972,0,0,0,1,0,0,1,0,0,0,6,5,6,1,9.57,7,2,8,Yes
S16973,0,1,1,0,1,1,1,0,0,0,7,7,9,6,6.26,2,3,2,Yes
S16974,0,1,0,0,1,1,0,0,1,0,10,8,9,3,7.5,4,3,5,Yes
S16975,1,0,1,1,1,0,0,0,0,0,10,9,6,8,8.98,1,1,0,No
S16976,0,0,0,0,0,1,1,1,0,1,1,1,1,3,7.77,0,2,2,No
S16977,1,1,0,1,1,1,0,0,0,0,1,1,4,5,7.98,6,2,4,No
S16978,0,1,0,1,1,0,1,0,1,1,8,7,4,8,7.27,2,3,0,Yes
S16979,1,1,1,1,1,1,1,1,0,1,6,1,4,6,9.51,4,2,7,Yes
S16980,0,0,1,1,1,0,1,0,1,1,10,2,9,5,6.14,2,2,1,No
S16981,0,1,1,1,0,0,1,1,1,1,6,7,8,7,5.87,8,2,3,Yes
S16982,1,0,1,1,1,1,1,0,0,1,7,10,5,3,7.62,4,2,0,Yes
S16983,0,1,0,1,1,1,0,0,0,1,3,6,7,2,5.58,3,0,1,No
S16984,0,1,0,1,1,0,1,1,1,0,1,9,5,5,5.84,7,1,1,Yes
S16985,1,1,0,1,0,0,1,0,1,1,7,5,9,10,5.06,0,0,6,No
S16986,1,1,0,1,1,0,1,1,1,0,1,3,2,5,5.33,8,2,1,No
S16987,1,0,1,0,0,1,1,0,1,0,8,6,9,4,6.0,8,3,7,Yes
S16988,1,1,1,1,1,1,1,0,0,0,5,1,3,6,6.37,0,3,6,No
S16989,0,1,1,0,1,0,1,0,1,0,10,7,8,3,7.76,3,1,5,Yes
S16990,0,1,1,1,1,0,0,0,0,0,9,9,1,8,7.86,6,0,0,Yes
S16991,1,0,1,1,1,0,0,0,0,0,2,8,8,10,5.4,1,2,8,Yes
S16992,1,1,1,1,1,0,1,1,0,0,9,9,9,7,7.27,8,3,3,Yes
S16993,1,0,0,0,1,1,1,0,0,0,4,1,6,8,9.53,5,2,8,Yes
S16994,1,1,1,0,0,1,1,0,0,0,4,3,5,5,5.15,8,1,3,No
S16995,1,1,1,1,0,0,1,0,1,1,7,3,3,4,6.9,0,1,8,No
S16996,1,1,1,1,0,1,0,1,1,0,10,5,5,1,5.37,1,3,0,No
S16997,1,1,0,0,0,0,1,0,0,1,8,6,2,4,8.54,6,1,5,No
S16998,0,1,0,1,1,1,1,1,0,0,3,6,2,6,8.47,2,3,8,Yes
S16999,0,0,0,0,0,0,1,0,0,0,4,9,5,4,5.16,0,3,2,No
S17000,1,1,0,0,1,1,0,0,0,0,7,1,1,9,9.07,6,2,0,Yes
S17001,0,1,0,0,1,1,1,0,0,1,8,1,10,7,7.31,0,0,5,No
S17002,0,1,0,1,1,1,0,1,0,1,3,7,7,10,9.64,7,2,6,Yes
S17003,0,1,0,1,1,1,1,0,0,1,3,5,1,8,6.69,5,2,1,Yes
S17004,1,0,0,0,1,1,1,1,0,1,5,1,9,7,8.2,2,3,0,Yes
S17005,0,0,1,1,0,1,1,0,1,1,10,1,3,4,5.21,7,0,6,No
S17006,0,1,0,1,0,1,0,0,0,0,1,5,8,5,6.52,2,1,7,No
S17007,1,0,0,0,0,1,0,1,0,0,5,9,9,3,5.77,8,3,1,Yes
S17008,1,1,0,1,0,1,1,0,0,1,1,4,4,6,9.14,6,3,4,Yes
S17009,0,1,0,0,1,0,0,1,0,1,5,3,3,9,7.47,4,3,0,No
S17010,0,1,1,0,1,1,0,0,0,0,3,5,4,10,9.75,1,0,2,No
S17011,0,0,0,1,0,0,0,0,0,0,9,2,5,3,9.84,2,1,6,No
S17012,0,1,1,1,1,1,1,0,1,0,8,5,5,3,6.58,1,3,6,Yes
S17013,0,1,0,1,1,0,0,0,0,0,8,10,5,3,9.2,2,0,1,No
S17014,1,1,0,1,0,1,0,1,0,0,10,5,10,10,7.05,8,2,1,Yes
S17015,1,1,1,1,0,1,0,0,1,0,9,8,7,1,9.47,5,1,4,Yes
S17016,0,1,1,1,0,0,1,0,0,0,6,7,3,7,8.07,1,2,2,No
S17017,1,1,0,1,1,0,0,0,1,1,2,3,3,1,6.24,2,1,1,No
S17018,1,0,1,1,1,0,0,0,0,1,9,2,1,1,7.86,4,0,7,No
S17019,0,1,1,0,1,1,0,1,0,0,5,7,2,3,8.63,4,2,0,No
S17020,0,1,0,0,1,1,1,0,1,0,8,7,9,9,7.26,2,1,0,Yes
S17021,1,0,1,1,0,1,1,1,0,1,4,5,3,9,6.02,5,0,3,No
S17022,1,0,1,0,1,1,1,0,1,0,3,4,4,3,9.76,6,2,5,Yes
S17023,1,1,0,1,0,1,1,0,0,0,2,6,1,7,8.4,5,3,2,Yes
S17024,1,1,1,1,1,0,1,0,0,1,10,7,1,4,7.26,3,2,1,No
S17025,0,0,0,0,0,0,1,1,1,1,9,10,9,3,7.77,1,3,5,Yes
S17026,1,1,0,1,0,1,1,1,0,1,7,10,5,1,9.64,1,1,4,Yes
S17027,0,1,0,1,1,0,1,0,1,0,1,5,1,8,5.91,7,2,1,No
S17028,0,1,1,1,0,0,1,1,0,0,10,8,8,6,8.33,6,0,5,Yes
S17029,0,0,1,1,1,1,1,0,0,0,8,3,9,1,7.28,8,1,8,Yes
S17030,1,1,0,1,1,0,1,0,0,0,7,10,2,4,5.75,1,0,1,No
S17031,1,1,0,1,1,1,1,0,1,0,7,5,7,9,8.71,6,1,0,Yes
S17032,1,1,0,1,1,0,1,0,0,1,6,5,9,4,8.8,2,0,4,Yes
S17033,1,0,0,1,1,1,1,0,1,1,5,6,6,10,8.91,1,2,8,Yes
S17034,0,1,1,1,0,0,0,0,1,1,7,7,10,1,9.62,1,2,2,Yes
S17035,1,0,1,1,0,0,0,0,0,1,8,7,3,10,7.71,0,2,6,Yes
S17036,0,0,0,0,1,0,1,0,0,0,5,2,5,5,7.47,8,3,2,No
S17037,1,1,0,1,0,0,1,0,1,1,3,2,9,6,9.3,1,3,7,Yes
S17038,1,0,0,0,0,0,0,0,0,0,2,1,9,10,5.26,1,1,0,No
S17039,0,1,0,1,0,1,1,1,0,1,3,9,4,4,7.77,0,0,7,No
S17040,0,0,1,1,0,0,1,0,0,0,6,4,10,10,5.5,3,2,5,No
S17041,1,0,0,1,1,0,0,0,0,0,5,2,6,8,6.57,4,2,4,No
S17042,1,0,0,0,0,0,1,0,1,0,3,8,5,5,9.51,0,0,5,No
S17043,1,0,1,0,0,1,1,1,0,0,3,8,10,1,5.65,2,0,7,No
S17044,0,0,1,0,0,1,0,1,1,1,9,6,8,2,7.55,4,1,3,No
S17045,1,1,0,1,0,0,0,1,0,0,4,2,7,8,5.75,4,0,1,No
S17046,0,1,0,1,0,0,1,0,1,0,6,7,2,10,5.62,7,1,2,No
S17047,0,1,1,0,0,1,1,0,1,0,7,1,4,5,7.18,8,1,6,Yes
S17048,0,1,0,0,1,0,0,0,1,0,4,7,1,10,6.89,1,3,7,No
S17049,1,0,1,1,1,1,0,1,0,0,5,5,8,1,7.99,2,1,0,No
S17050,1,1,1,0,1,0,1,0,1,0,2,2,2,6,5.27,7,0,1,No
S17051,0,1,0,0,0,0,1,0,0,0,2,1,1,10,7.62,4,1,2,No
S17052,1,0,0,1,0,1,0,1,1,0,6,4,2,9,9.06,8,2,1,Yes
S17053,1,0,0,1,0,0,1,0,1,0,9,6,8,8,8.86,8,3,2,Yes
S17054,1,0,1,1,1,1,0,1,0,0,10,8,9,2,7.88,6,0,7,Yes
S17055,1,0,1,0,0,1,1,0,0,0,4,3,2,9,5.26,4,3,5,Yes
S17056,1,1,1,1,0,0,0,0,0,0,5,3,10,3,9.53,7,2,1,Yes
S17057,1,0,0,1,0,1,0,1,1,0,6,3,3,2,6.27,7,2,7,Yes
S17058,0,1,0,1,1,0,0,0,0,0,5,8,5,3,5.33,5,3,1,No
S17059,0,0,0,0,1,0,1,1,0,0,4,2,8,6,6.19,6,2,0,No
S17060,1,1,1,1,1,0,1,0,1,0,9,9,5,8,7.26,8,3,8,Yes
S17061,1,0,1,0,1,1,1,0,0,1,4,6,10,7,5.6,1,2,6,No
S17062,0,1,0,0,0,1,0,0,0,0,2,6,1,10,7.03,5,2,3,No
S17063,0,1,0,0,1,0,0,0,1,0,4,4,3,4,5.16,3,2,2,No
S17064,1,0,1,0,0,1,0,0,0,1,3,7,7,1,5.56,6,2,3,No
S17065,0,0,0,0,1,1,0,0,1,0,8,2,2,8,8.53,8,1,0,No
S17066,0,0,1,1,0,1,1,0,0,0,10,5,7,7,5.04,1,1,5,No
S17067,1,1,0,1,1,1,0,0,0,0,1,9,3,2,6.18,0,3,3,No
S17068,0,1,0,1,0,0,1,0,1,0,3,1,3,7,9.18,0,1,8,No
S17069,0,1,0,1,1,1,0,0,0,0,2,6,9,7,8.25,6,3,4,Yes
S17070,0,1,0,1,1,0,0,0,0,1,6,7,6,1,6.53,5,2,7,No
S17071,1,1,0,1,1,1,0,0,0,1,5,6,7,5,5.82,6,0,3,No
S17072,0,0,0,0,0,0,1,1,1,0,4,3,6,7,8.88,7,1,4,Yes
S17073,0,1,0,1,0,0,1,1,0,1,10,9,3,9,8.62,2,2,0,Yes
S17074,1,0,0,1,1,1,1,1,1,0,2,1,2,8,9.6,4,0,2,No
S17075,0,1,0,0,1,1,0,0,0,0,8,10,5,5,6.02,8,1,0,Yes
S17076,1,1,0,0,0,1,1,0,0,1,4,10,9,3,5.51,7,0,0,No
S17077,1,1,0,1,0,0,1,0,0,1,3,7,10,10,9.7,4,1,5,Yes
S17078,1,0,1,1,0,1,1,0,0,0,9,1,4,2,7.51,5,1,0,No
S17079,0,0,0,1,1,1,1,0,0,1,2,7,7,7,7.3,1,2,0,No
S17080,0,1,0,1,1,1,1,0,0,0,9,5,6,5,5.79,7,0,1,No
S17081,1,1,0,0,1,0,1,1,1,1,8,4,1,4,5.29,5,0,8,No
S17082,0,1,1,1,1,0,1,1,1,0,5,9,9,4,5.65,5,1,1,Yes
S17083,1,0,0,0,1,0,1,0,0,1,10,5,2,9,6.39,1,3,4,No
S17084,0,0,0,1,0,1,1,0,0,0,1,5,6,10,9.12,6,2,6,Yes
S17085,0,1,1,1,0,0,1,1,0,0,7,3,7,5,8.04,5,3,1,No
S17086,0,1,0,1,0,1,0,1,0,0,1,4,9,4,7.0,3,2,8,No
S17087,0,1,1,1,0,1,1,1,0,1,8,6,9,7,6.05,1,1,1,Yes
S17088,1,1,1,1,0,1,0,1,0,0,7,10,5,1,8.93,3,3,0,Yes
S17089,1,1,1,0,0,0,1,0,1,0,10,5,10,4,9.42,1,2,2,Yes
S17090,0,1,1,1,0,1,1,0,0,0,6,8,10,3,8.88,1,0,3,Yes
S17091,1,1,0,0,0,1,1,1,0,1,5,5,4,8,8.89,2,3,1,Yes
S17092,0,1,1,0,1,1,0,0,1,1,3,2,1,4,8.19,2,0,5,No
S17093,0,1,0,1,0,1,0,1,1,0,9,3,3,5,7.22,5,0,4,No
S17094,1,1,0,1,1,0,1,0,1,1,10,5,3,2,9.74,0,0,3,No
S17095,0,1,0,0,1,1,0,0,0,0,3,2,1,3,5.66,0,2,7,No
S17096,0,0,0,1,1,1,0,0,0,0,4,4,5,4,8.39,0,1,3,No
S17097,0,1,0,1,1,1,0,0,0,0,6,6,6,5,7.71,5,3,3,Yes
S17098,1,1,0,0,1,1,1,0,1,1,8,1,2,3,6.61,4,2,2,No
S17099,1,0,0,1,0,1,1,0,1,0,9,2,10,1,8.64,7,1,5,Yes
S17100,1,0,0,1,1,1,0,0,0,0,6,4,7,8,5.98,1,2,3,No
S17101,0,1,1,0,1,0,0,0,0,1,4,4,7,9,7.67,3,1,6,No
S17102,0,1,0,1,0,1,1,0,1,0,1,9,8,2,7.16,5,3,6,Yes
S17103,0,0,0,0,0,1,0,1,1,1,1,9,9,1,7.26,0,0,6,No
S17104,1,0,1,0,1,1,1,0,0,0,5,3,9,5,8.53,6,0,7,Yes
S17105,1,1,1,1,1,1,0,1,0,1,1,6,2,1,5.17,1,0,3,No
S17106,0,1,0,1,1,0,1,1,1,1,5,10,6,9,7.73,3,3,3,Yes
S17107,0,0,1,1,0,0,1,1,0,1,1,9,6,7,7.43,3,1,2,No
S17108,0,1,0,1,1,0,1,1,1,0,10,6,9,10,5.13,0,0,0,No
S17109,0,0,0,1,0,0,1,0,0,0,9,4,5,7,9.75,0,1,4,No
S17110,0,1,1,1,0,1,0,0,0,0,9,7,1,4,8.79,7,1,5,Yes
S17111,0,0,0,1,1,1,0,0,0,0,3,4,9,4,9.45,2,2,3,No
S17112,0,1,1,1,0,0,1,0,1,0,10,6,10,9,7.85,2,3,0,Yes
S17113,1,1,0,0,0,1,1,0,0,0,3,3,1,3,7.89,2,1,3,No
S17114,0,0,1,0,1,1,1,1,0,1,8,8,2,2,9.75,4,0,3,Yes
S17115,0,1,1,1,0,0,0,0,0,1,2,3,3,9,6.09,1,1,2,No
S17116,1,1,0,1,1,0,0,1,0,1,2,3,3,5,7.76,8,2,0,No
S17117,1,0,1,1,0,0,0,1,0,0,4,5,4,8,5.78,7,3,3,Yes
S17118,1,1,1,0,0,1,0,0,0,0,1,4,8,2,9.27,6,0,6,Yes
S17119,1,1,1,1,0,1,1,0,0,0,7,1,7,9,9.02,3,0,4,Yes
S17120,1,1,0,0,0,0,0,0,0,0,5,5,4,2,6.64,1,2,2,No
S17121,1,1,0,0,1,1,1,0,1,1,3,6,2,9,8.71,0,2,4,Yes
S17122,1,0,1,1,0,1,1,0,0,0,3,10,9,2,9.13,8,3,4,Yes
S17123,1,0,0,1,0,0,1,0,0,0,6,2,4,8,7.02,6,3,1,No
S17124,0,1,0,1,1,1,1,0,0,0,1,10,4,2,5.64,2,3,3,No
S17125,1,1,0,1,0,1,1,1,1,0,5,4,5,2,5.51,5,2,4,No
S17126,0,1,1,1,0,1,0,1,0,0,9,9,8,9,8.67,5,3,0,Yes
S17127,1,0,0,1,1,1,1,1,0,0,6,9,2,8,5.24,4,1,7,Yes
S17128,1,0,1,0,0,0,1,0,0,0,4,6,9,10,7.9,4,1,4,Yes
S17129,1,0,0,1,1,1,0,1,0,0,3,3,3,7,8.76,7,0,2,No
S17130,0,0,0,1,0,1,1,1,1,1,7,7,5,1,7.36,4,1,3,Yes
S17131,0,1,1,1,1,1,0,1,0,0,6,1,1,10,9.44,6,1,2,Yes
S17132,1,1,0,1,1,1,1,0,0,0,1,10,6,7,9.96,4,1,2,Yes
S17133,0,1,1,1,0,0,1,0,0,0,6,8,5,8,8.88,4,1,3,Yes
S17134,1,1,0,1,0,0,1,1,0,0,6,7,7,1,8.56,8,1,5,Yes
S17135,0,1,0,1,1,1,0,1,0,0,1,3,9,9,7.92,5,2,4,Yes
S17136,0,0,1,0,1,1,0,0,1,0,3,8,7,9,8.12,3,1,1,No
S17137,0,1,0,0,0,0,0,1,1,0,6,2,2,5,8.7,7,2,6,Yes
S17138,0,1,0,1,0,1,1,1,1,1,5,9,8,3,7.2,0,0,8,No
S17139,0,1,0,1,0,1,0,0,0,0,9,6,8,2,9.46,4,0,2,No
S17140,0,0,1,1,1,1,1,0,0,1,1,2,9,1,9.8,7,3,1,Yes
S17141,0,1,1,1,0,0,0,0,0,0,5,2,9,6,7.47,3,3,1,No
S17142,0,1,1,1,0,1,1,0,1,1,3,1,5,1,7.89,1,1,1,No
S17143,0,1,0,1,1,0,1,1,0,0,9,3,7,4,6.53,1,1,1,No
S17144,0,0,0,1,0,1,1,0,1,1,5,1,2,2,5.61,1,2,5,No
S17145,0,1,0,1,0,1,0,0,0,1,7,3,8,5,8.41,8,3,3,Yes
S17146,0,0,0,0,1,0,1,0,1,0,9,4,7,10,6.31,3,2,2,No
S17147,0,1,0,1,0,1,0,0,0,0,2,6,4,3,8.85,6,2,5,Yes
S17148,1,0,1,0,0,1,1,0,0,0,10,6,9,4,7.96,2,2,2,Yes
S17149,1,0,1,1,1,1,1,1,0,1,4,6,2,1,9.22,3,2,2,Yes
S17150,1,1,1,1,1,1,0,1,1,1,1,7,4,2,7.67,4,2,0,Yes
S17151,1,1,0,0,0,0,1,0,0,0,4,4,9,10,9.63,2,2,2,Yes
S17152,1,1,0,1,1,1,1,0,0,0,9,7,1,4,8.49,4,1,6,Yes
S17153,0,0,0,1,1,1,1,0,1,0,7,10,5,2,8.01,6,3,3,Yes
S17154,0,1,1,1,0,0,1,0,1,0,8,3,10,7,5.15,5,2,2,Yes
S17155,0,1,1,1,1,1,0,0,1,0,1,9,2,1,7.92,2,1,3,No
S17156,1,1,1,0,0,0,0,0,1,1,3,10,6,2,8.33,4,0,8,Yes
S17157,0,0,1,1,0,1,0,0,0,0,4,1,5,7,7.63,3,0,6,No
S17158,0,1,1,0,0,1,1,0,0,1,2,9,4,8,8.27,7,0,3,Yes
S17159,0,1,0,1,1,1,1,0,1,1,6,10,6,3,6.73,3,2,8,Yes
S17160,1,1,0,0,1,1,1,0,0,0,8,7,1,6,9.05,2,2,3,No
S17161,1,1,1,0,0,1,0,0,1,0,2,1,1,1,5.05,6,3,7,No
S17162,0,1,1,1,0,1,1,1,0,0,7,4,6,10,7.0,1,3,7,Yes
S17163,0,0,1,0,0,1,0,0,0,0,5,7,4,8,5.71,8,2,1,Yes
S17164,0,1,0,1,0,0,1,0,1,1,9,4,7,2,7.55,3,2,4,Yes
S17165,0,1,0,1,1,0,1,0,0,0,1,2,3,4,7.67,7,2,8,No
S17166,0,1,0,1,1,0,0,0,0,0,3,1,2,4,7.15,8,3,2,Yes
S17167,0,0,0,0,1,1,0,0,1,0,8,10,2,5,8.33,2,1,0,No
S17168,0,1,1,1,0,1,0,1,0,0,6,3,9,6,7.52,0,0,8,Yes
S17169,0,0,0,0,0,0,1,1,1,0,1,5,5,4,9.66,3,3,8,Yes
S17170,1,1,1,1,0,0,0,1,0,1,2,7,6,3,7.46,1,0,5,No
S17171,1,1,0,0,0,1,0,1,0,0,2,4,10,4,7.68,3,3,4,Yes
S17172,1,0,0,1,1,0,1,0,0,1,7,10,1,4,8.02,1,3,5,Yes
S17173,1,1,0,1,0,1,1,1,1,0,4,6,3,2,9.96,8,0,7,Yes
S17174,1,0,0,0,0,1,0,0,0,1,7,4,5,10,9.76,7,0,2,Yes
S17175,1,0,1,1,0,0,0,1,1,0,4,3,3,2,9.64,6,1,8,Yes
S17176,0,1,0,0,0,1,0,1,1,0,5,9,8,6,9.59,7,3,8,Yes
S17177,1,0,0,0,0,1,0,1,0,0,9,1,2,5,5.04,7,1,2,No
S17178,1,1,1,0,1,1,1,0,1,0,6,9,1,9,6.44,6,1,5,Yes
S17179,0,0,0,0,1,1,0,1,0,1,8,10,4,3,5.41,7,3,8,Yes
S17180,0,1,0,1,0,1,1,0,1,1,2,8,8,5,6.07,6,1,6,Yes
S17181,0,1,0,1,0,0,0,1,0,0,2,2,5,3,7.98,8,2,5,No
S17182,0,1,1,0,1,1,1,1,0,0,5,4,9,6,5.84,6,3,8,Yes
S17183,1,0,1,0,0,0,1,1,0,0,9,4,4,4,7.27,4,1,0,No
S17184,1,1,1,1,0,1,1,1,0,0,10,9,1,3,6.18,8,3,2,Yes
S17185,1,1,1,1,0,1,1,0,0,0,7,7,6,3,8.89,3,2,2,Yes
S17186,1,1,0,1,0,1,1,0,0,1,10,7,1,9,9.09,6,2,2,Yes
S17187,1,0,0,1,1,1,1,0,1,1,2,7,4,4,9.51,2,2,6,Yes
S17188,0,1,1,1,0,1,1,1,0,0,8,10,10,1,5.6,8,1,4,Yes
S17189,1,1,1,1,1,1,0,1,0,1,10,2,5,6,6.48,8,3,3,Yes
S17190,1,1,1,0,0,0,0,0,0,1,6,6,6,3,9.69,4,2,5,Yes
S17191,1,1,0,1,0,1,1,0,1,1,5,9,10,2,9.47,5,2,8,Yes
S17192,0,1,0,1,1,1,0,0,1,1,7,4,5,3,9.81,6,2,3,Yes
S17193,1,1,0,0,1,1,0,0,0,0,10,5,4,5,6.34,8,3,7,Yes
S17194,1,1,0,1,1,1,0,0,0,0,2,8,5,1,7.12,8,3,0,Yes
S17195,1,1,0,1,0,0,1,1,0,1,2,6,7,5,9.44,7,0,1,Yes
S17196,1,1,1,1,1,1,0,0,0,0,2,8,3,2,9.0,5,0,8,Yes
S17197,1,1,0,0,1,0,1,0,0,0,5,3,7,2,9.88,1,0,8,No
S17198,1,0,0,1,0,1,1,1,0,0,9,1,3,5,7.03,3,3,5,Yes
S17199,1,1,1,1,0,1,1,0,0,1,8,5,10,4,7.96,7,2,5,Yes
S17200,0,1,0,0,1,1,1,1,1,0,4,9,3,4,7.84,5,2,1,Yes
S17201,0,1,0,1,0,0,0,1,0,1,1,9,9,1,7.15,7,3,1,Yes
S17202,0,1,1,0,1,1,1,0,0,1,5,7,1,7,5.77,0,1,5,No
S17203,1,0,1,1,1,1,1,0,0,1,5,3,10,7,6.71,1,3,7,Yes
S17204,1,1,0,0,1,0,1,1,1,1,10,4,5,3,7.1,3,1,6,Yes
S17205,1,1,1,1,0,1,1,0,1,0,6,6,1,2,8.65,2,0,1,Yes
S17206,1,0,0,1,0,1,0,0,0,1,10,5,4,4,8.34,4,1,1,No
S17207,1,0,1,0,1,0,0,1,0,0,2,7,4,7,6.9,4,2,2,No
S17208,1,0,0,1,1,1,0,1,1,0,2,5,1,3,7.6,0,3,7,No
S17209,0,0,0,1,0,1,0,0,0,0,3,2,10,1,5.46,8,1,1,No
S17210,0,1,0,0,1,0,1,1,0,0,6,6,4,2,8.87,7,2,1,Yes
S17211,0,0,1,1,0,1,1,0,0,0,10,9,7,9,7.38,3,0,2,Yes
S17212,1,0,1,1,0,1,0,1,1,0,3,7,6,7,9.0,6,2,4,Yes
S17213,0,1,1,1,1,0,1,0,1,0,4,8,5,7,7.8,3,1,0,No
S17214,1,0,0,0,1,0,1,0,1,0,9,2,6,10,5.16,8,1,2,No
